LemmaID	BunruiNo
63139	1.3374	体-活動-生活-スポーツ	1.3374-12-02-07
25231	1.3374	体-活動-生活-スポーツ	1.3374-12-03-01
61528	1.3374	体-活動-生活-スポーツ	1.3374-12-03-02
32237	1.3374	体-活動-生活-スポーツ	1.3374-12-03-04
22421	1.3374	体-活動-生活-スポーツ	1.3374-12-03-05
30728	1.3374	体-活動-生活-スポーツ	1.3374-12-03-06
19044	1.3374/1.4350	体-活動-生活-スポーツ/体-生産物-食料-飲料・たばこ	1.3374-12-03-07/1.4350-04-02-01
23242	1.3374	体-活動-生活-スポーツ	1.3374-12-03-08
17305	1.3374	体-活動-生活-スポーツ	1.3374-12-03-09
14747	1.3374	体-活動-生活-スポーツ	1.3374-12-04-01
40677	1.3374	体-活動-生活-スポーツ	1.3374-12-04-02
39998	1.3374	体-活動-生活-スポーツ	1.3374-12-04-03
26443	1.3374	体-活動-生活-スポーツ	1.3374-12-04-04
135367	1.3374	体-活動-生活-スポーツ	1.3374-12-04-05
135368	1.3374	体-活動-生活-スポーツ	1.3374-12-04-06
19438	1.3374	体-活動-生活-スポーツ	1.3374-12-04-08
4321	1.3374/1.4570	体-活動-生活-スポーツ/体-生産物-道具-遊具・置物・像など	1.3374-12-04-09/1.4570-19-04-03
39783	1.3374	体-活動-生活-スポーツ	1.3374-12-04-10
2700	1.3374	体-活動-生活-スポーツ	1.3374-12-05-04
248	1.3374	体-活動-生活-スポーツ	1.3374-12-05-05/1.3374-14-29-02
196178	1.3374	体-活動-生活-スポーツ	1.3374-12-06-01
85989	1.3374	体-活動-生活-スポーツ	1.3374-12-06-02
32916	1.3374	体-活動-生活-スポーツ	1.3374-13-01-01
46716	1.3374	体-活動-生活-スポーツ	1.3374-13-01-02
14229	1.3374	体-活動-生活-スポーツ	1.3374-13-01-03
86010	1.3374	体-活動-生活-スポーツ	1.3374-13-01-04
39700	1.3374	体-活動-生活-スポーツ	1.3374-13-01-05
196490	1.3374	体-活動-生活-スポーツ	1.3374-13-01-06
20305	1.3374	体-活動-生活-スポーツ	1.3374-13-01-08
19126	1.3374/1.3392	体-活動-生活-スポーツ/体-活動-生活-手足の動作	1.3374-13-02-01/1.3392-10-01-04
135157	1.3374	体-活動-生活-スポーツ	1.3374-13-02-02
87937	1.3374	体-活動-生活-スポーツ	1.3374-13-02-03
16513	1.3374/1.3392	体-活動-生活-スポーツ/体-活動-生活-手足の動作	1.3374-13-03-02/1.3374-14-11-05/1.3392-16-01-04
196180	1.3374	体-活動-生活-スポーツ	1.3374-13-03-03
26711	1.3374/1.3430	体-活動-生活-スポーツ/体-活動-行為-行為・活動	1.3374-13-03-04/1.3430-08-03-03
8664	1.3374/1.3392	体-活動-生活-スポーツ/体-活動-生活-手足の動作	1.3374-13-04-01/1.3392-16-01-02
27363	1.3374	体-活動-生活-スポーツ	1.3374-13-05-01
33956	1.3374	体-活動-生活-スポーツ	1.3374-13-05-04
22424	1.3374	体-活動-生活-スポーツ	1.3374-13-05-06
85986	1.3374	体-活動-生活-スポーツ	1.3374-13-05-07
35009	1.3374	体-活動-生活-スポーツ	1.3374-13-06-01
54507	1.3374	体-活動-生活-スポーツ	1.3374-13-06-02
38139	1.3374	体-活動-生活-スポーツ	1.3374-14-01-01
34289	1.3374	体-活動-生活-スポーツ	1.3374-14-01-02
21418	1.3374	体-活動-生活-スポーツ	1.3374-14-02-01
41870	1.3374	体-活動-生活-スポーツ	1.3374-14-02-02
88697	1.3374	体-活動-生活-スポーツ	1.3374-14-02-03
34732	1.3374	体-活動-生活-スポーツ	1.3374-14-02-04
39698	1.3374	体-活動-生活-スポーツ	1.3374-14-02-06
45588	1.3374	体-活動-生活-スポーツ	1.3374-14-02-07
25933	1.3374/1.3392	体-活動-生活-スポーツ/体-活動-生活-手足の動作	1.3374-14-03-01/1.3392-07-02-03
264316	1.3374	体-活動-生活-スポーツ	1.3374-14-03-05
12365	1.3374	体-活動-生活-スポーツ	1.3374-14-04-01
151108	1.3374	体-活動-生活-スポーツ	1.3374-14-04-02
134157	1.3374	体-活動-生活-スポーツ	1.3374-14-04-03
20989	1.3374	体-活動-生活-スポーツ	1.3374-14-04-04
7736	1.3374	体-活動-生活-スポーツ	1.3374-14-06-01
21622	1.3374	体-活動-生活-スポーツ	1.3374-14-06-03
40808	1.3374	体-活動-生活-スポーツ	1.3374-14-06-04
11025	1.3374	体-活動-生活-スポーツ	1.3374-14-06-05
39917	1.3374	体-活動-生活-スポーツ	1.3374-14-06-06
35097	1.3374	体-活動-生活-スポーツ	1.3374-14-06-07
15521	1.3374	体-活動-生活-スポーツ	1.3374-14-08-01
194151	1.3374	体-活動-生活-スポーツ	1.3374-14-08-02
12270	1.3374	体-活動-生活-スポーツ	1.3374-14-08-03
19744	1.3374	体-活動-生活-スポーツ	1.3374-14-08-05
13232	1.3374/1.3620/1.3852	体-活動-生活-スポーツ/体-活動-待遇-運営/体-活動-事業-扱い・操作・使用	1.3374-14-08-07/1.3620-03-05-02/1.3852-02-06-02
21332	1.3374	体-活動-生活-スポーツ	1.3374-14-09-01
52712	1.3374	体-活動-生活-スポーツ	1.3374-14-09-04/1.3374-14-09-05
156750	1.3374	体-活動-生活-スポーツ	1.3374-14-09-06
194153	1.3374	体-活動-生活-スポーツ	1.3374-14-09-07
86487	1.3374	体-活動-生活-スポーツ	1.3374-14-10-01
48207	1.3374/1.3421	体-活動-生活-スポーツ/体-活動-行為-才能	1.3374-14-10-02/1.3421-16-01-02
24192	1.3374	体-活動-生活-スポーツ	1.3374-14-11-01
19311	1.3374	体-活動-生活-スポーツ	1.3374-14-11-02
19496	1.3374	体-活動-生活-スポーツ	1.3374-14-11-06
32496	1.3374	体-活動-生活-スポーツ	1.3374-14-11-07
198201	1.3374	体-活動-生活-スポーツ	1.3374-14-12-01
179963	1.3374	体-活動-生活-スポーツ	1.3374-14-12-02
137921	1.3374	体-活動-生活-スポーツ	1.3374-14-12-03
133098	1.3374/1.5603	体-活動-生活-スポーツ/体-自然-身体-手足・指	1.3374-14-12-04/1.5603-03-04-03
15131	1.3374	体-活動-生活-スポーツ	1.3374-14-14-01
15135	1.3374	体-活動-生活-スポーツ	1.3374-14-14-03
15274	1.3374	体-活動-生活-スポーツ	1.3374-14-14-05
178923	1.3374	体-活動-生活-スポーツ	1.3374-14-15-01
134993	1.3374	体-活動-生活-スポーツ	1.3374-14-15-02
22842	1.3374	体-活動-生活-スポーツ	1.3374-14-15-04
1374	1.3374	体-活動-生活-スポーツ	1.3374-14-15-05
197969	1.3374	体-活動-生活-スポーツ	1.3374-14-15-07
32446	1.3374/3.3610	体-活動-生活-スポーツ/相-活動-待遇-公式・公平	1.3374-14-16-01/3.3610-07-01-02
32311	1.3374/1.3440/1.3670	体-活動-生活-スポーツ/体-活動-行為-犯罪・罪/体-活動-待遇-命令・制約・服従	1.3374-14-16-02/1.3440-01-02-06/1.3670-26-03-04
19387	1.3374	体-活動-生活-スポーツ	1.3374-14-17-01
30697	1.3374	体-活動-生活-スポーツ	1.3374-14-17-02
180168	1.3374	体-活動-生活-スポーツ	1.3374-14-18-01
137922	1.3374	体-活動-生活-スポーツ	1.3374-14-18-02
9813	1.3374	体-活動-生活-スポーツ	1.3374-14-19-01
9823	1.3374	体-活動-生活-スポーツ	1.3374-14-19-02
194156	1.3374	体-活動-生活-スポーツ	1.3374-14-20-01
158725	1.3374	体-活動-生活-スポーツ	1.3374-14-20-02
158730	1.3374	体-活動-生活-スポーツ	1.3374-14-21-01
31955	1.3374	体-活動-生活-スポーツ	1.3374-14-21-04
194159	1.3374	体-活動-生活-スポーツ	1.3374-14-22-02
141546	1.3374	体-活動-生活-スポーツ	1.3374-14-22-03
35258	1.3374	体-活動-生活-スポーツ	1.3374-14-22-04
34998	1.3374	体-活動-生活-スポーツ	1.3374-14-23-03
1456	1.3374/1.4420/1.4440	体-活動-生活-スポーツ/体-生産物-住居-門・塀/体-生産物-住居-屋根・柱・壁・窓・天井など	1.3374-14-23-05/1.4420-03-01-03/1.4440-08-01-01
30859	1.3374	体-活動-生活-スポーツ	1.3374-14-24-01
7251	1.3374/1.3470	体-活動-生活-スポーツ/体-活動-行為-成功・失敗	1.3374-14-25-01/1.3470-01-06-02
14585	1.3374	体-活動-生活-スポーツ	1.3374-14-25-03
35257	1.3374	体-活動-生活-スポーツ	1.3374-14-25-04
23113	1.3374	体-活動-生活-スポーツ	1.3374-14-26-01
86016	1.3374	体-活動-生活-スポーツ	1.3374-14-26-02
39628	1.3374	体-活動-生活-スポーツ	1.3374-14-26-03
13587	1.3374	体-活動-生活-スポーツ	1.3374-14-26-04
98154	1.3374	体-活動-生活-スポーツ	1.3374-14-27-01
194160	1.3374	体-活動-生活-スポーツ	1.3374-14-27-02
26174	1.3374	体-活動-生活-スポーツ	1.3374-14-27-03
14919	1.3374	体-活動-生活-スポーツ	1.3374-14-27-05
134466	1.3374	体-活動-生活-スポーツ	1.3374-14-28-01
20682	1.3374	体-活動-生活-スポーツ	1.3374-14-29-01
33863	1.3374	体-活動-生活-スポーツ	1.3374-14-30-01
148495	1.3374	体-活動-生活-スポーツ	1.3374-14-30-03
32412	1.3374	体-活動-生活-スポーツ	1.3374-14-31-01
15259	1.3374/1.5702	体-活動-生活-スポーツ/体-自然-生命-死	1.3374-14-31-03/1.5702-12-03-03
38319	1.3374	体-活動-生活-スポーツ	1.3374-14-32-01
18877	1.3374	体-活動-生活-スポーツ	1.3374-15-01-01
5310	1.3374	体-活動-生活-スポーツ	1.3374-15-01-02
38606	1.3374	体-活動-生活-スポーツ	1.3374-15-01-03
56162	1.3374	体-活動-生活-スポーツ	1.3374-15-01-04
9160	1.3374/1.3542	体-活動-生活-スポーツ/体-活動-交わり-競争	1.3374-15-02-02/1.3542-07-01-03
18885	1.3374	体-活動-生活-スポーツ	1.3374-15-02-03
94595	1.3374	体-活動-生活-スポーツ	1.3374-15-03-01
82875	1.3374	体-活動-生活-スポーツ	1.3374-15-03-03
31805	1.3374	体-活動-生活-スポーツ	1.3374-15-03-04
20053	1.3374	体-活動-生活-スポーツ	1.3374-15-03-05
63126	1.3374	体-活動-生活-スポーツ	1.3374-15-03-06
58565	1.3374	体-活動-生活-スポーツ	1.3374-15-03-07
30657	1.3374	体-活動-生活-スポーツ	1.3374-15-03-09
2384	1.3374/1.3392	体-活動-生活-スポーツ/体-活動-生活-手足の動作	1.3374-15-03-10/1.3392-06-02-01
62722	1.3374/1.3392	体-活動-生活-スポーツ/体-活動-生活-手足の動作	1.3374-15-03-11/1.3392-06-02-02
23068	1.3374	体-活動-生活-スポーツ	1.3374-15-04-04
19486	1.3374	体-活動-生活-スポーツ	1.3374-15-04-05
47775	1.3374	体-活動-生活-スポーツ	1.3374-15-05-01
66010	1.3374	体-活動-生活-スポーツ	1.3374-15-05-02
4161	1.3374	体-活動-生活-スポーツ	1.3374-15-06-01
39905	1.3374	体-活動-生活-スポーツ	1.3374-15-06-02
194162	1.3374	体-活動-生活-スポーツ	1.3374-15-06-03
63481	1.3374	体-活動-生活-スポーツ	1.3374-15-07-01
14746	1.3374	体-活動-生活-スポーツ	1.3374-15-07-02
51480	1.3374/1.3542	体-活動-生活-スポーツ/体-活動-交わり-競争	1.3374-16-01-01/1.3542-07-03-01
9293	1.3374/1.3542	体-活動-生活-スポーツ/体-活動-交わり-競争	1.3374-16-01-02/1.3542-07-03-02
40649	1.3374	体-活動-生活-スポーツ	1.3374-16-01-03
11072	1.3374/1.3542	体-活動-生活-スポーツ/体-活動-交わり-競争	1.3374-16-02-01/1.3542-07-02-02
37830	1.3374	体-活動-生活-スポーツ	1.3374-16-03-02
22432	1.3374/1.4620	体-活動-生活-スポーツ/体-生産物-機械-電気器具・部品	1.3374-17-02-03/1.4620-14-01-04
13581	1.3374	体-活動-生活-スポーツ	1.3374-18-01-01
30894	1.3374	体-活動-生活-スポーツ	1.3374-18-01-04
2880	1.3374	体-活動-生活-スポーツ	1.3374-18-01-05
35129	1.3374	体-活動-生活-スポーツ	1.3374-18-01-06
19317	1.3374	体-活動-生活-スポーツ	1.3374-18-02-03
17030	1.3374	体-活動-生活-スポーツ	1.3374-18-03-01
30978	1.3374	体-活動-生活-スポーツ	1.3374-18-03-03
96806	1.3374	体-活動-生活-スポーツ	1.3374-18-04-02
196714	1.3374	体-活動-生活-スポーツ	1.3374-18-04-04
19084	1.3374	体-活動-生活-スポーツ	1.3374-19-01-01
44045	1.3374	体-活動-生活-スポーツ	1.3374-19-02-01
45242	1.3374	体-活動-生活-スポーツ	1.3374-19-03-02
38068	1.3374	体-活動-生活-スポーツ	1.3374-19-03-03
83670	1.3374	体-活動-生活-スポーツ	1.3374-19-04-02
86528	1.3374/1.4650	体-活動-生活-スポーツ/体-生産物-機械-乗り物（陸上）	1.3374-19-05-01/1.4650-02-04-05
86938	1.3374	体-活動-生活-スポーツ	1.3374-19-05-02
133903	1.3374	体-活動-生活-スポーツ	1.3374-19-05-03
19144	1.3374/1.4570	体-活動-生活-スポーツ/体-生産物-道具-遊具・置物・像など	1.3374-19-06-01/1.4570-24-02-01
87762	1.3374	体-活動-生活-スポーツ	1.3374-19-08-01
19351	1.3374/1.4570	体-活動-生活-スポーツ/体-生産物-道具-遊具・置物・像など	1.3374-19-09-01/1.4570-27-03-01
195205	1.3374/1.4570	体-活動-生活-スポーツ/体-生産物-道具-遊具・置物・像など	1.3374-19-09-03/1.4570-24-02-02
35116	1.3374	体-活動-生活-スポーツ	1.3374-20-01-01
196181	1.3374	体-活動-生活-スポーツ	1.3374-21-01-01
83737	1.3374	体-活動-生活-スポーツ	1.3374-21-01-02
30641	1.3374	体-活動-生活-スポーツ	1.3374-22-01-01
38399	1.3374	体-活動-生活-スポーツ	1.3374-22-01-02
11033	1.3374/1.3542	体-活動-生活-スポーツ/体-活動-交わり-競争	1.3374-22-02-01/1.3542-07-02-01
194163	1.3374	体-活動-生活-スポーツ	1.3374-22-02-02
23378	1.3374	体-活動-生活-スポーツ	1.3374-22-02-04
83224	1.3374	体-活動-生活-スポーツ	1.3374-22-02-05
5502	1.3374	体-活動-生活-スポーツ	1.3374-22-02-06
60258	1.3374/1.5501	体-活動-生活-スポーツ/体-自然-動物-哺乳類	1.3374-22-03-01/1.5501-11-03-07
60275	1.3374	体-活動-生活-スポーツ	1.3374-22-03-02
60272	1.3374	体-活動-生活-スポーツ	1.3374-22-03-03
118404	1.3374	体-活動-生活-スポーツ	1.3374-22-04-01
51519	1.3374	体-活動-生活-スポーツ	1.3374-23-01-03
51270	1.3374	体-活動-生活-スポーツ	1.3374-23-01-04
33421	1.3374	体-活動-生活-スポーツ	1.3374-24-01-01
65484	1.3374	体-活動-生活-スポーツ	1.3374-24-01-02
33343	1.3374	体-活動-生活-スポーツ	1.3374-24-01-03
65129	1.3374	体-活動-生活-スポーツ	1.3374-24-01-04
50994	1.3374	体-活動-生活-スポーツ	1.3374-24-03-02
11406	1.3374	体-活動-生活-スポーツ	1.3374-24-04-01
52247	1.3374	体-活動-生活-スポーツ	1.3374-24-04-02
52447	1.3374	体-活動-生活-スポーツ	1.3374-24-04-03
51888	1.3374	体-活動-生活-スポーツ	1.3374-24-04-04
47515	1.3374	体-活動-生活-スポーツ	1.3374-24-05-01
32467	1.3374	体-活動-生活-スポーツ	1.3374-24-05-02
195982	1.3374/1.4550	体-活動-生活-スポーツ/体-生産物-道具-刃物	1.3374-24-06-01/1.4550-05-03-02
61284	1.3374	体-活動-生活-スポーツ	1.3374-24-06-02
50933	1.3374	体-活動-生活-スポーツ	1.3374-24-07-01
50820	1.3374	体-活動-生活-スポーツ	1.3374-24-07-02
68831	1.3374/1.4551	体-活動-生活-スポーツ/体-生産物-道具-武器	1.3374-24-07-03/1.4551-02-02-03
1457	1.3374/1.4551	体-活動-生活-スポーツ/体-生産物-道具-武器	1.3374-24-07-04/1.4551-02-02-04
38564	1.3380/1.3422/3.3422	体-活動-生活-いたずら・騒ぎ/体-活動-行為-威厳・行儀・品行/相-活動-行為-威厳・行儀・品行	1.3380-01-01-02/1.3422-08-03-01/3.3422-06-01-02
37148	1.3380/1.3430/3.3430	体-活動-生活-いたずら・騒ぎ/体-活動-行為-行為・活動/相-活動-行為-行為・活動	1.3380-01-01-03/1.3430-03-02-04/3.3430-04-04-02
194166	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-01-02-01
21140	1.3380/1.3550	体-活動-生活-いたずら・騒ぎ/体-活動-交わり-平和・治乱	1.3380-02-01-03/1.3550-05-01-02
21072	1.3380/1.3550	体-活動-生活-いたずら・騒ぎ/体-活動-交わり-平和・治乱	1.3380-02-01-04/1.3550-05-01-05
21180	1.3380/1.3550	体-活動-生活-いたずら・騒ぎ/体-活動-交わり-平和・治乱	1.3380-02-01-05/1.3550-05-01-04
35105	1.3380/1.3851	体-活動-生活-いたずら・騒ぎ/体-活動-事業-練り・塗り・撃ち・録音・撮影	1.3380-02-01-06/1.3851-06-05-02
51477	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-01-07
4586	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-02-01
39829	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-03-01
185151	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-03-02
65267	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-03-03
49688	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-04-01
138865	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-02-04-02
44039	1.3380/1.5151	体-活動-生活-いたずら・騒ぎ/体-自然-物質-風	1.3380-02-04-03/1.5151-04-01-02
4511	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-03-01-01
22413	1.3380/1.3833	体-活動-生活-いたずら・騒ぎ/体-活動-事業-興行	1.3380-03-01-02/1.3833-06-01-03
40903	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-03-02-02
39835	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-03-02-03
31543	1.3380	体-活動-生活-いたずら・騒ぎ	1.3380-04-01-01
28226	1.3380/1.3790	体-活動-生活-いたずら・騒ぎ/体-活動-経済-貧富	1.3380-04-01-02/1.3790-05-05-01
52021	1.3390	体-活動-生活-身振り	1.3390-01-03-02
15169	1.3390	体-活動-生活-身振り	1.3390-01-03-04
17713	1.3390	体-活動-生活-身振り	1.3390-01-04-01
27051	1.3390/1.3422	体-活動-生活-身振り/体-活動-行為-威厳・行儀・品行	1.3390-01-05-01/1.3422-05-02-02
451	1.3390	体-活動-生活-身振り	1.3390-01-05-02
86797	1.3390/1.3422/1.3520	体-活動-生活-身振り/体-活動-行為-威厳・行儀・品行/体-活動-交わり-応接・送迎	1.3390-01-05-03/1.3422-05-05-01/1.3520-14-01-04
67271	1.3390	体-活動-生活-身振り	1.3390-02-01-02
37891	1.3390	体-活動-生活-身振り	1.3390-03-02-01
12893	1.3390	体-活動-生活-身振り	1.3390-03-02-02
195985	1.3390	体-活動-生活-身振り	1.3390-03-02-03
66517	1.3390	体-活動-生活-身振り	1.3390-03-02-04
1929	1.3390	体-活動-生活-身振り	1.3390-03-03-01
51526	1.3390	体-活動-生活-身振り	1.3390-03-04-01
51523	1.3390	体-活動-生活-身振り	1.3390-03-04-02
56109	1.3390	体-活動-生活-身振り	1.3390-03-04-05
42705	1.3390	体-活動-生活-身振り	1.3390-03-04-06
11073	1.3390	体-活動-生活-身振り	1.3390-04-01-05
40558	1.3390/1.3681	体-活動-生活-身振り/体-活動-待遇-礼	1.3390-04-01-10/1.3681-01-01-01
37692	1.3390	体-活動-生活-身振り	1.3390-04-02-01
37693	1.3390	体-活動-生活-身振り	1.3390-04-02-02
3812	1.3390	体-活動-生活-身振り	1.3390-04-02-03
9404	1.3390	体-活動-生活-身振り	1.3390-04-02-06
25251	1.3390/1.3392	体-活動-生活-身振り/体-活動-生活-手足の動作	1.3390-05-01-01/1.3392-02-04-01
25242	1.3390/1.3392	体-活動-生活-身振り/体-活動-生活-手足の動作	1.3390-05-02-01/1.3392-02-03-01
45384	1.3390	体-活動-生活-身振り	1.3390-06-01-01
34576	1.3390/1.3392	体-活動-生活-身振り/体-活動-生活-手足の動作	1.3390-07-01-01/1.3392-11-01-01
66955	1.3390	体-活動-生活-身振り	1.3390-07-01-02
50479	1.3390	体-活動-生活-身振り	1.3390-07-02-01
20242	1.3390	体-活動-生活-身振り	1.3390-07-02-02
8535	1.3390	体-活動-生活-身振り	1.3390-07-02-04/1.3390-07-02-05
86142	1.3390	体-活動-生活-身振り	1.3390-07-02-07
134081	1.3390	体-活動-生活-身振り	1.3390-07-03-01
19777	1.3390	体-活動-生活-身振り	1.3390-08-01-02
12173	1.3390	体-活動-生活-身振り	1.3390-08-01-03
12340	1.3390/1.5710	体-活動-生活-身振り/体-自然-生命-生理	1.3390-08-01-04/1.5710-23-02-02
20182	1.3390/1.5300	体-活動-生活-身振り/体-自然-生物-生物	1.3390-08-02-01/1.5300-01-01-02
140607	1.3390	体-活動-生活-身振り	1.3390-08-02-02
66713	1.3390	体-活動-生活-身振り	1.3390-08-02-03
118490	1.3390	体-活動-生活-身振り	1.3390-08-02-04
194167	1.3390	体-活動-生活-身振り	1.3390-08-03-01
43469	1.3390	体-活動-生活-身振り	1.3390-08-03-03
94543	1.3390	体-活動-生活-身振り	1.3390-08-03-04
117572	1.3390	体-活動-生活-身振り	1.3390-08-04-01
21826	1.3391	体-活動-生活-立ち居	1.3391-01-01-03
58536	1.3391	体-活動-生活-立ち居	1.3391-02-01-01
9526	1.3391	体-活動-生活-立ち居	1.3391-02-02-01
35177	1.3391	体-活動-生活-立ち居	1.3391-02-02-02
11120	1.3391	体-活動-生活-立ち居	1.3391-02-03-02/1.3391-02-03-03
194168	1.3391	体-活動-生活-立ち居	1.3391-02-04-02
61328	1.3391	体-活動-生活-立ち居	1.3391-02-05-01
194175	1.3391	体-活動-生活-立ち居	1.3391-02-05-03
175821	1.3391	体-活動-生活-立ち居	1.3391-02-05-04
66823	1.3391	体-活動-生活-立ち居	1.3391-02-05-05
24205	1.3391	体-活動-生活-立ち居	1.3391-02-05-07
24170	1.3391	体-活動-生活-立ち居	1.3391-02-06-01
13908	1.3391	体-活動-生活-立ち居	1.3391-02-06-02
69119	1.3391	体-活動-生活-立ち居	1.3391-02-06-03
26168	1.3391	体-活動-生活-立ち居	1.3391-02-06-04
24285	1.3391/1.5602	体-活動-生活-立ち居/体-自然-身体-胸・背・腹	1.3391-02-06-05/1.5602-18-04-04
62816	1.3391	体-活動-生活-立ち居	1.3391-02-08-02
35482	1.3391	体-活動-生活-立ち居	1.3391-02-08-03
65179	1.3391	体-活動-生活-立ち居	1.3391-03-01-01
3287	1.3391	体-活動-生活-立ち居	1.3391-03-01-02
140046	1.3391	体-活動-生活-立ち居	1.3391-03-01-03
9892	1.3391	体-活動-生活-立ち居	1.3391-03-02-01
4410	1.3391	体-活動-生活-立ち居	1.3391-03-02-02
32610	1.3391	体-活動-生活-立ち居	1.3391-03-02-03
21224	1.3391	体-活動-生活-立ち居	1.3391-03-02-04
63958	1.3391/1.3392	体-活動-生活-立ち居/体-活動-生活-手足の動作	1.3391-03-03-01/1.3392-15-01-05
69680	1.3391	体-活動-生活-立ち居	1.3391-03-03-02
29452	1.3391/1.3392	体-活動-生活-立ち居/体-活動-生活-手足の動作	1.3391-03-03-03/1.3392-15-01-03
54906	1.3391	体-活動-生活-立ち居	1.3391-03-04-01
31368	1.3391	体-活動-生活-立ち居	1.3391-03-04-03
31343	1.3391	体-活動-生活-立ち居	1.3391-03-04-04
49501	1.3391	体-活動-生活-立ち居	1.3391-03-04-05
28788	1.3391/1.3530	体-活動-生活-立ち居/体-活動-交わり-約束	1.3391-03-05-01/1.3530-10-03-03
60106	1.3391	体-活動-生活-立ち居	1.3391-03-05-02
59235	1.3391	体-活動-生活-立ち居	1.3391-03-06-01
55557	1.3391	体-活動-生活-立ち居	1.3391-03-07-04
55514	1.3391	体-活動-生活-立ち居	1.3391-03-07-05
23800	1.3391	体-活動-生活-立ち居	1.3391-04-01-01
5316	1.3391	体-活動-生活-立ち居	1.3391-04-01-02
47815	1.3391	体-活動-生活-立ち居	1.3391-04-02-01
68588	1.3391	体-活動-生活-立ち居	1.3391-04-02-03
194178	1.3391	体-活動-生活-立ち居	1.3391-04-03-01
21484	1.3391	体-活動-生活-立ち居	1.3391-04-03-02
57967	1.3391	体-活動-生活-立ち居	1.3391-04-05-01
19807	1.3391	体-活動-生活-立ち居	1.3391-05-01-02
14832	1.3391	体-活動-生活-立ち居	1.3391-05-01-03
22815	1.3391	体-活動-生活-立ち居	1.3391-05-01-04
19806	1.3391	体-活動-生活-立ち居	1.3391-05-01-05
1349	1.3391	体-活動-生活-立ち居	1.3391-05-01-06
69077	1.3391	体-活動-生活-立ち居	1.3391-05-01-07
494	1.3391	体-活動-生活-立ち居	1.3391-05-02-01
21948	1.3391/3.1800	体-活動-生活-立ち居/相-関係-形-形	1.3391-05-02-02/3.1800-12-01-03
58764	1.3391	体-活動-生活-立ち居	1.3391-05-03-01
64478	1.3391	体-活動-生活-立ち居	1.3391-05-03-02
54664	1.3391	体-活動-生活-立ち居	1.3391-05-03-03
64099	1.3391	体-活動-生活-立ち居	1.3391-05-04-02
23659	1.3391	体-活動-生活-立ち居	1.3391-06-01-01
23650	1.3391	体-活動-生活-立ち居	1.3391-06-01-02
194180	1.3391	体-活動-生活-立ち居	1.3391-06-01-03
21765	1.3391	体-活動-生活-立ち居	1.3391-06-02-01
27214	1.3391	体-活動-生活-立ち居	1.3391-06-02-02
27057	1.3391/1.3511	体-活動-生活-立ち居/体-活動-交わり-出欠	1.3391-06-02-03/1.3511-04-01-03
48050	1.3391/1.4270	体-活動-生活-立ち居/体-生産物-衣料-寝具	1.3391-06-03-02/1.4270-02-04-02
70622	1.3391/1.3510	体-活動-生活-立ち居/体-活動-交わり-集会	1.3391-06-03-04/1.3391-06-03-05/1.3391-06-03-06/1.3391-06-03-07/1.3510-01-01-05/1.3510-01-01-06/1.3510-01-01-07/1.3510-01-01-08
19560	1.3391	体-活動-生活-立ち居	1.3391-06-04-02
30811	1.3391	体-活動-生活-立ち居	1.3391-06-04-04/1.3391-06-04-05
33908	1.3391	体-活動-生活-立ち居	1.3391-07-01-02
27677	1.3391	体-活動-生活-立ち居	1.3391-09-01-01
61950	1.3391	体-活動-生活-立ち居	1.3391-09-01-03
24008	1.3391	体-活動-生活-立ち居	1.3391-09-01-04
61965	1.3391/3.3390	体-活動-生活-立ち居/相-活動-生活-身振り・立ち居・動作（手足・口・鼻・目）	1.3391-09-01-05/1.3391-09-01-06/3.3390-06-02-01
25263	1.3392/1.3701	体-活動-生活-手足の動作/体-活動-経済-所有	1.3392-01-01-01/1.3701-10-02-01
16995	1.3392/1.3701	体-活動-生活-手足の動作/体-活動-経済-所有	1.3392-01-02-01/1.3701-04-01-03
11003	1.3392/1.3701/1.4620	体-活動-生活-手足の動作/体-活動-経済-所有/体-生産物-機械-電気器具・部品	1.3392-01-02-02/1.3701-10-01-02/1.4620-07-04-02
194186	1.3392	体-活動-生活-手足の動作	1.3392-01-02-04
10930	1.3392/1.3701	体-活動-生活-手足の動作/体-活動-経済-所有	1.3392-01-02-05/1.3701-10-01-03
34475	1.3392/1.3701	体-活動-生活-手足の動作/体-活動-経済-所有	1.3392-01-03-01/1.3701-04-03-01
49493	1.3392	体-活動-生活-手足の動作	1.3392-02-02-01
9229	1.3392	体-活動-生活-手足の動作	1.3392-02-02-02
65279	1.3392	体-活動-生活-手足の動作	1.3392-02-02-03
47005	1.3392	体-活動-生活-手足の動作	1.3392-02-03-02
60758	1.3392	体-活動-生活-手足の動作	1.3392-02-04-02
